订单号,商品名称,商品一级分类,订单创建时间
180127151646008200006,四川爱媛橙,应季水果,2018-01-27 15:16:46
180127151646008200006,广西沙糖桔,应季水果,2018-01-27 15:16:46
180127151457031000002,库尔勒香梨（二级） 斤,应季水果,2018-01-27 15:14:57
180127151457031000002,红心柚子,精品水果,2018-01-27 15:14:57
180127151353041300008,四川爱媛橙,应季水果,2018-01-27 15:13:53
180127151353041300008,精品白心柚子,应季水果,2018-01-27 15:13:53
180127151333050200002,菠萝蜜,精品水果,2018-01-27 15:13:33
180127151322098000007,烟台富士苹果（80-85）,应季水果,2018-01-27 15:13:22
180127151322098000007,广东皇帝柑,应季水果,2018-01-27 15:13:22
180127151146021000007,广西沙糖桔,应季水果,2018-01-27 15:11:46
180127151142063700011,特价丝路晓蜜,应季水果,2018-01-27 15:11:42
180127151052066000003,河北皇冠梨 河北斤,应季水果,2018-01-27 15:10:52
180127151052066000003,海南圣女果,精品水果,2018-01-27 15:10:52
180127151017097700009,广东皇帝柑,应季水果,2018-01-27 15:10:17
180127151017097700009,广西沙糖桔,应季水果,2018-01-27 15:10:17
180127151017097700009,库尔勒香梨（二级） 斤,应季水果,2018-01-27 15:10:17
180127150917019900006,特价,精品水果,2018-01-27 15:09:17
180127150829007200006,桂圆,应季水果,2018-01-27 15:08:29
180127150623072700003,菠萝蜜,精品水果,2018-01-27 15:06:23
180127150618083800005,陕西精品野生盒装猕猴桃,应季水果,2018-01-27 15:06:18
180127150618083800005,广西国产香蕉,应季水果,2018-01-27 15:06:18
180127150527067600005,广西沙糖桔,应季水果,2018-01-27 15:05:27
180127150527067600005,菠萝蜜,精品水果,2018-01-27 15:05:27
180127150359048000001,麒麟瓜,应季水果,2018-01-27 15:03:59
180127150359048000001,福建散装枇杷,精品水果,2018-01-27 15:03:59
180127150349070800004,干尧榴莲,应季水果,2018-01-27 15:03:49
180127150349011700002,青皮桔子,应季水果,2018-01-27 15:03:49
180127150349011700002,特价沙糖桔,应季水果,2018-01-27 15:03:49
180127150330081000008,甜宝草莓,应季水果,2018-01-27 15:03:30
180127150230096600005,  陕西野生猕猴桃小果,应季水果,2018-01-27 15:02:30
180127150230096600005,江西赣南橙,应季水果,2018-01-27 15:02:30
180127150139074100002,新疆若羌红枣,应季水果,2018-01-27 15:01:39
180127145959086100002,甜宝草莓,应季水果,2018-01-27 14:59:59
180127145959086100002,海南圣女果,精品水果,2018-01-27 14:59:59
180127145954057800004,河北皇冠梨 河北斤,应季水果,2018-01-27 14:59:54
180127145953084800004,特价沙糖桔,应季水果,2018-01-27 14:59:53
180127145836066300003,香妃柚,应季水果,2018-01-27 14:58:36
180127145836066300003,广西沙糖桔,应季水果,2018-01-27 14:58:36
180127145739090100005,甜宝草莓,应季水果,2018-01-27 14:57:39
180127145552091300004,特价沙糖桔,应季水果,2018-01-27 14:55:52
180127145552091300004,广西圣女果（储值专享）,精品水果,2018-01-27 14:55:52
180127145321078500006,红心柚子,精品水果,2018-01-27 14:53:21
180127145055014700008,四川爱媛橙,应季水果,2018-01-27 14:50:55
180127144917059100001,东北寒富苹果,应季水果,2018-01-27 14:49:17
180127144234029600005,广西沙糖桔,应季水果,2018-01-27 14:42:34
180127144234029600005,甜宝草莓,应季水果,2018-01-27 14:42:34
180127144234029600005,特价,精品水果,2018-01-27 14:42:34
180127144124004300002,特价沙糖桔,应季水果,2018-01-27 14:41:24
180127144124004300002,盒装龙眼,精品水果,2018-01-27 14:41:24
180127144036029300007,礼盒装修文猕猴桃,应季水果,2018-01-27 14:40:36
180127144030099000002,农夫山泉17.5°橙,应季水果,2018-01-27 14:40:30
180127144016029300009,四川爱媛橙,应季水果,2018-01-27 14:40:16
180127144016029300009,西州蜜 ,应季水果,2018-01-27 14:40:16
180127144016029300009,荷兰啤梨,精品水果,2018-01-27 14:40:16
180127144016029300009,澳洲车厘子,精品水果,2018-01-27 14:40:16
180127144016029300009,澳洲车厘子,精品水果,2018-01-27 14:40:16
180127143818055600010,江西小贡桔,应季水果,2018-01-27 14:38:18
180127143614021600002,白心火龙果大果,应季水果,2018-01-27 14:36:14
180127143448064300002,广西沙糖桔,应季水果,2018-01-27 14:34:48
180127143402071300003,盒装龙眼,精品水果,2018-01-27 14:34:02
180127142721060300003,水仙芒果,应季水果,2018-01-27 14:27:21
180127142425060000006,海南圣女果,精品水果,2018-01-27 14:24:25
180127142400046300003,促销香蕉,应季水果,2018-01-27 14:24:00
180127142014031200002,广西沙糖桔,应季水果,2018-01-27 14:20:14
180127141813093800002,红星苹果,应季水果,2018-01-27 14:18:13
180127141813093800002,库尔勒香梨（一级）,应季水果,2018-01-27 14:18:13
180127141813093800002,车厘子,应季水果,2018-01-27 14:18:13
180127141759021600005,红心火龙果,精品水果,2018-01-27 14:17:59
180127141759021600005,广西沙糖桔,应季水果,2018-01-27 14:17:59
180127141559067600005,江西赣南橙,应季水果,2018-01-27 14:15:59
180127141559067600005,精品白心柚子,应季水果,2018-01-27 14:15:59
180127141525095800002,江西赣南橙,应季水果,2018-01-27 14:15:25
180127141343058200002,特价沙糖桔,应季水果,2018-01-27 14:13:43
180127141327049800013,甜宝草莓,应季水果,2018-01-27 14:13:27
180127141327049800013,红心柚子,精品水果,2018-01-27 14:13:27
180127141237034300011,国产香蕉 一级海南斤,应季水果,2018-01-27 14:12:37
180127141057056700003,红心火龙果,精品水果,2018-01-27 14:10:57
180127141057056700003,广西沙糖桔,应季水果,2018-01-27 14:10:57
180127140741099500004,广西沙糖桔,应季水果,2018-01-27 14:07:41
180127140552063300005,国产猕猴桃,应季水果,2018-01-27 14:05:52
180127140125073600004,特价沙糖桔,应季水果,2018-01-27 14:01:25
180127140000003100007,广西沙糖桔,应季水果,2018-01-27 14:00:00
180127135728091800004,四川爱媛橙,应季水果,2018-01-27 13:57:28
180127135350090000002,广西沙糖桔,应季水果,2018-01-27 13:53:50
180127135332086700009,甜宝草莓,应季水果,2018-01-27 13:53:32
180127135332086700009,广西沙糖桔,应季水果,2018-01-27 13:53:32
180127134806006400005,澳洲车厘子,精品水果,2018-01-27 13:48:06
180127134806006400005,促销香蕉,应季水果,2018-01-27 13:48:06
180127134348064200007,新疆纸皮核桃,应季水果,2018-01-27 13:43:48
180127134333031400004,盒装龙眼,精品水果,2018-01-27 13:43:33
180127134305003600004,白心火龙果大果,应季水果,2018-01-27 13:43:05
180127134152058700002,广西沙糖桔,应季水果,2018-01-27 13:41:52
180127133844007000005,特价,精品水果,2018-01-27 13:38:44
180127133748055600005,甜宝草莓,应季水果,2018-01-27 13:37:48
180127133730101800004,甜宝草莓,应季水果,2018-01-27 13:37:30
180127133533014200007,进口香蕉（都乐香蕉）,应季水果,2018-01-27 13:35:33
180127133430048400003,国产香蕉 一级海南斤,应季水果,2018-01-27 13:34:30
180127133336032800002,广西沙糖桔,应季水果,2018-01-27 13:33:36
180127133336032800002,精品白心柚子,应季水果,2018-01-27 13:33:36
180127133336032800002,精品白心柚子,应季水果,2018-01-27 13:33:36
180127133212068900007,广西国产香蕉,应季水果,2018-01-27 13:32:12
180127132714091500005,特价,精品水果,2018-01-27 13:27:14
180127132714091500005,促销香蕉,应季水果,2018-01-27 13:27:14
180127132438026400003,江西赣南橙,应季水果,2018-01-27 13:24:38
180127131920069200002,红提葡萄,应季水果,2018-01-27 13:19:20
180127131905070300005,车厘子,应季水果,2018-01-27 13:19:05
180127131538005200007,农夫山泉17.5°橙,应季水果,2018-01-27 13:15:38
180127131530016700005,新西兰奇异果绿果 1个,精品水果,2018-01-27 13:15:30
180127131530016700005,水仙芒果,应季水果,2018-01-27 13:15:30
180127131413049400006,东北寒富苹果,应季水果,2018-01-27 13:14:13
180127131013072200001,农夫山泉17.5°橙,应季水果,2018-01-27 13:10:13
180127130919054500005,江西赣南脐橙（中果）,应季水果,2018-01-27 13:09:19
180127130919054500005,红星苹果,应季水果,2018-01-27 13:09:19
180127130813062300008,东北寒富苹果,应季水果,2018-01-27 13:08:13
180127130554070200001,盒装龙眼,精品水果,2018-01-27 13:05:54
180127130554070200001,杨氏橙,精品水果,2018-01-27 13:05:54
180127130554070200001,红心火龙果,精品水果,2018-01-27 13:05:54
180127130554070200001,库尔勒香梨（特级TJ）,应季水果,2018-01-27 13:05:54
180127130441035400001,促销香蕉,应季水果,2018-01-27 13:04:41
180127130353090600004,特价贡桔,应季水果,2018-01-27 13:03:53
180127130203014700003,江西赣南橙,应季水果,2018-01-27 13:02:03
180127130203014700003,甜宝草莓,应季水果,2018-01-27 13:02:03
180127130043004200004,河北皇冠梨 河北斤,应季水果,2018-01-27 13:00:43
180127130043004200004,进口香蕉（都乐香蕉）,应季水果,2018-01-27 13:00:43
180127125751088600003,特价沙糖桔,应季水果,2018-01-27 12:57:51
180127125442029500002,广西沙糖桔,应季水果,2018-01-27 12:54:42
180127125404075600004,山竹  ,精品水果,2018-01-27 12:54:04
180127125254060800001,皇冠梨,应季水果,2018-01-27 12:52:54
180127124952035800005,特价沙糖桔,应季水果,2018-01-27 12:49:52
180127124946076100003,车厘子,应季水果,2018-01-27 12:49:46
180127124816017300006,东北寒富苹果,应季水果,2018-01-27 12:48:16
180127124816017300006,都乐水果玉米 1个,精品水果,2018-01-27 12:48:16
180127124704088200006,奇异果礼盒,精品水果,2018-01-27 12:47:04
180127124510016400006,广西沙糖桔,应季水果,2018-01-27 12:45:10
180127124508027800002,库尔勒香梨（一级）,应季水果,2018-01-27 12:45:08
180127124233048300001,广西国产香蕉,应季水果,2018-01-27 12:42:33
180127123948097200006,杨氏橙,精品水果,2018-01-27 12:39:48
180127123948097200006,荷兰啤梨（储值专享）,精品水果,2018-01-27 12:39:48
180127123806071500005,黑美人西瓜,应季水果,2018-01-27 12:38:06
180127123806071500005,广西沙糖桔,应季水果,2018-01-27 12:38:06
180127123338010800003,特价沙糖桔,应季水果,2018-01-27 12:33:38
180127123338010800003,广西金桔,应季水果,2018-01-27 12:33:38
180127123338010800003,甜宝草莓,应季水果,2018-01-27 12:33:38
180127123224019900006,西州蜜,应季水果,2018-01-27 12:32:24
180127123224019900006,西州蜜,应季水果,2018-01-27 12:32:24
180127123215093300001,辽宁南果梨,应季水果,2018-01-27 12:32:15
180127122824010800007,台湾芭乐果,精品水果,2018-01-27 12:28:24
180127122824010800007,比利时啤梨,精品水果,2018-01-27 12:28:24
180127122726098800003,泰国散装龙眼,精品水果,2018-01-27 12:27:26
180127122726098800003,广西沙糖桔,应季水果,2018-01-27 12:27:26
180127122435002700001,小台农芒果,应季水果,2018-01-27 12:24:35
180127122435002700001,海南圣女果,精品水果,2018-01-27 12:24:35
180127122259011400005,盒装龙眼,精品水果,2018-01-27 12:22:59
180127122259011400005,海南白雪蜜瓜,应季水果,2018-01-27 12:22:59
180127122042016100006,陕西猕猴桃,应季水果,2018-01-27 12:20:42
180127122017088800001,车厘子（储值专享）,精品水果,2018-01-27 12:20:17
180127121958064300001,正甘橘橙,应季水果,2018-01-27 12:19:58
180127121932093700002,广西沙糖桔,应季水果,2018-01-27 12:19:32
180127121932093700002,金帅苹果,应季水果,2018-01-27 12:19:32
180127121848008200007,特价沙糖桔,应季水果,2018-01-27 12:18:48
180127121844047500009,比利时啤梨,精品水果,2018-01-27 12:18:44
180127121844047500009,泰国散装龙眼,精品水果,2018-01-27 12:18:44
180127121759019500002,库尔勒香梨（二级） 斤,应季水果,2018-01-27 12:17:59
180127121619084400007,  陕西野生猕猴桃小果,应季水果,2018-01-27 12:16:19
180127121619084400007,会理石榴,应季水果,2018-01-27 12:16:19
180127121504095500012,散装柠檬,应季水果,2018-01-27 12:15:04
180127121446061900002,菠萝蜜,精品水果,2018-01-27 12:14:46
180127121333045400004,海南圣女果,精品水果,2018-01-27 12:13:33
180127121151017800008,明月苹果,应季水果,2018-01-27 12:11:51
180127121134099200005,山竹  ,精品水果,2018-01-27 12:11:34
180127120734040000006,库尔勒香梨（一级）,应季水果,2018-01-27 12:07:34
180127120626048400004,菠萝蜜,精品水果,2018-01-27 12:06:26
180127120626048400004,海南白雪蜜瓜,应季水果,2018-01-27 12:06:26
180127120626048400004,广西大红柿,应季水果,2018-01-27 12:06:26
180127115832088300006,冰糖橙,应季水果,2018-01-27 11:58:32
180127115832088300006,冰糖橙,应季水果,2018-01-27 11:58:32
180127115832088300006,广西沙糖桔,应季水果,2018-01-27 11:58:32
180127115832088300006,车厘子,应季水果,2018-01-27 11:58:32
180127115624072700007,甜宝草莓,应季水果,2018-01-27 11:56:24
180127115508022400003,江西赣南橙,应季水果,2018-01-27 11:55:08
180127115508022400003,白心火龙果大果,应季水果,2018-01-27 11:55:08
180127115508022400003,河北皇冠梨 河北斤,应季水果,2018-01-27 11:55:08
180127115453087500009,甜宝草莓,应季水果,2018-01-27 11:54:53
180127115453087500009,黑美人西瓜,应季水果,2018-01-27 11:54:53
180127115449033900007,广西沙糖桔,应季水果,2018-01-27 11:54:49
180127115438051900002,进口香蕉（都乐香蕉）,应季水果,2018-01-27 11:54:38
180127115438051900002,广西沙糖桔,应季水果,2018-01-27 11:54:38
180127115431092000003,海南白雪蜜瓜,应季水果,2018-01-27 11:54:31
180127115401024800006,白心火龙果大果,应季水果,2018-01-27 11:54:01
180127115401024800006,特价沙糖桔,应季水果,2018-01-27 11:54:01
180127115332031000012,四川耙耙柑,应季水果,2018-01-27 11:53:32
180127115144092100008,冰糖橙,应季水果,2018-01-27 11:51:44
180127115144028800010,广西沙糖桔,应季水果,2018-01-27 11:51:44
180127115112073700009,车厘子（储值专享）,精品水果,2018-01-27 11:51:12
180127115112073700009,菠萝蜜,精品水果,2018-01-27 11:51:12
180127115053033500006,会理石榴,应季水果,2018-01-27 11:50:53
180127115053033500006,荷兰啤梨（储值专享）,精品水果,2018-01-27 11:50:53
180127114921087500006,广东皇帝柑,应季水果,2018-01-27 11:49:21
180127114832001700005,菲律宾凤梨 斤,应季水果,2018-01-27 11:48:32
180127114821026800007,车厘子,应季水果,2018-01-27 11:48:21
180127114821026800007,广西百香果 包,应季水果,2018-01-27 11:48:21
180127114819079800002,广西沙糖桔,应季水果,2018-01-27 11:48:19
180127114815027300002,红心柚子,精品水果,2018-01-27 11:48:15
180127114738000500001,比利时啤梨,精品水果,2018-01-27 11:47:38
180127114623087500003,广东皇帝柑,应季水果,2018-01-27 11:46:23
180127114344080100001,江西赣南脐橙（中果）,应季水果,2018-01-27 11:43:44
180127114144087500008,广东皇帝柑,应季水果,2018-01-27 11:41:44
180127114144087500008,黑美人西瓜,应季水果,2018-01-27 11:41:44
180127113951053600002,凤梨（佳农） 斤,应季水果,2018-01-27 11:39:51
180127113951053600002,黑美人西瓜,应季水果,2018-01-27 11:39:51
180127113951047800004,明月苹果,应季水果,2018-01-27 11:39:51
180127113951047800004,精品白心柚子,应季水果,2018-01-27 11:39:51
180127113922033800006,广西沙糖桔,应季水果,2018-01-27 11:39:22
180127113523007600010,特价,应季水果,2018-01-27 11:35:23
180127113412027400003,精品白心柚子,应季水果,2018-01-27 11:34:12
180127112748012000008,红星苹果,应季水果,2018-01-27 11:27:48
180127112559008800003,广西沙糖桔,应季水果,2018-01-27 11:25:59
180127112410008700001,精品富士苹果（全红）,应季水果,2018-01-27 11:24:10
180127112342071400002,沙糖桔,应季水果,2018-01-27 11:23:42
180127112342071400002,特价,精品水果,2018-01-27 11:23:42
180127112321031500004,红星苹果,应季水果,2018-01-27 11:23:21
180127112321031500004,库尔勒香梨（特级TJ）,应季水果,2018-01-27 11:23:21
180127112250054700007,广西沙糖桔,应季水果,2018-01-27 11:22:50
180127112037073600009,白心火龙果大果,应季水果,2018-01-27 11:20:37
180127112037073600009,江西赣南脐橙（中果）,应季水果,2018-01-27 11:20:37
